SID,response,entry,entry_number,response_times
3YX63NZD,jalen johnson,jalen johnson,10,6039.9
3YX63NZD,trey young,trae young,11,3002.8
3YX63NZD,anthony davis,anthony davis,12,4293.8
3YX63NZD,cooper flagg,cooper flagg,13,2528.4
40SNDKQR,Michael Phelps,michael phelps,1,2377
40SNDKQR,Steph Curry,steph curry,2,3245
40SNDKQR,Caitlyn Clark,caitlin clark,3,8349
40SNDKQR,Josh Allen,josh allen,4,15884
40SNDKQR,Stephon Diggs,stefon diggs,5,4807
40SNDKQR,Joe Mauer,joe mauer,6,15242
40SNDKQR,Simone Biles,simone biles,7,6531
40SNDKQR,Shawn Johsnon,shawn johnson,8,3455
476LZI3N,Messi,lionel messi,1,3108
476LZI3N,Cristiano Ronaldo,cristiano ronaldo,2,5802
476LZI3N,Charles Leclerc,charles leclerc,3,2746
476LZI3N,Serena Williams,serena williams,4,16385
476LZI3N,Alysa liu,alysa liu,5,31521
4CA4DFWP,travis kelce,travis kelce,1,1844
4CA4DFWP,catilyn clark,caitlin clark,2,5673.7
4CA4DFWP,paige beckers,paige bueckers,3,1865.3
4CA4DFWP,michheal jordan,michael jordan,4,4703.1
4CA4DFWP,serena williams,serena williams,5,6450.3
4CA4DFWP,micheal phelps,michael phelps,6,20317.6
4CA4DFWP,babe ruth,babe ruth,7,4265.9
4CA4DFWP,tom brady,tom brady,8,4357.9
56M8U5A5,Bryce harper,bryce harper,1,2955
56M8U5A5,jalen hurts,jalen hurts,2,3434
56M8U5A5,Scott kingery,scott kingery,3,9851
56M8U5A5,Justin turner,justin turner,4,5158
56M8U5A5,Shohei ohtani,shohei ohtani,5,7007
56M8U5A5,Aaron nola,aaron nola,6,9609
56M8U5A5,ranger suarez,ranger suárez,7,2325
56M8U5A5,mike trout,mike trout,8,4984
56M8U5A5,Tim salmon,tim salmon,9,3735
56M8U5A5,angel reese,angel reese,10,5881
56M8U5A5,Joel embiid,joel embiid,11,4193
5K82MZW1,charles leclerc,charles leclerc,1,4535
5K82MZW1,max verstappen,max verstappen,2,3405
5K82MZW1,yuki tsunoda,yuki tsunoda,3,4644
5K82MZW1,pierre gasly,pierre gasly,4,5457
5K82MZW1,estaban ocon,esteban ocon,5,6008
5K82MZW1,carlos sainz junior,carlos sainz jr.,6,5218
5K82MZW1,alex albon,alex albon,7,2249
5K82MZW1,lebron,lebron,8,5690
5K82MZW1,venus williams,venus williams,9,6886
5K82MZW1,serena williams,serena williams,10,3884
5K82MZW1,perez,pérez,11,5460
5K82MZW1,valterri bottas,valtteri bottas,12,6024
64LRAXDJ,Simone Biles,simone biles,1,5141.8
64LRAXDJ,Ilian M.,ilian m.,2,6679.9
64LRAXDJ,Serena Williams,serena williams,3,4278.3
6CDVQX7L,Tom Bray,tom brady,1,4254
6CDVQX7L,Tom Brady,tom brady,2,3580
6CDVQX7L,Jack Hughes,jack hughes,3,3500
6CDVQX7L,Ronaldo,cristiano ronaldo,4,4169
6CDVQX7L,Messi,lionel messi,5,839
6CDVQX7L,Mbappe,kylian mbappé,6,2794
6CDVQX7L,Neymar,neymar,7,1885
6CDVQX7L,Kobe,kobe bryant,8,1306
6CDVQX7L,LeBron James,lebron james,9,2780
6CDVQX7L,Shaq,shaquille o'neal,10,885
6CDVQX7L,Michael Jordan,michael jordan,11,2630
6CDVQX7L,Mitch Marner,mitch marner,12,12249
6CDVQX7L,L'mello ball,lamelo ball,13,7969
6CDVQX7L,Fernando alonso,fernando alonso,14,8168
6D26ZXC8,Caleb Malone,caleb malone,1,21162
6D26ZXC8,Tom Brady,tom brady,2,10773
6PJDUW9O,Serena williams,serena williams,1,3446
6PJDUW9O,coco gauff,coco gauff,2,3624
6PJDUW9O,Lebrun james,lebron james,3,4155
6PJDUW9O,tiger woods,tiger woods,4,2369
6PJDUW9O,Rory mcilroy,rory mcilroy,5,3957
6PJDUW9O,Alex ovechkin,alex ovechkin,6,4629
6PJDUW9O,Evander kane,evander kane,7,3990
6PJDUW9O,novak djokovic,novak djokovic,8,4839
6PJDUW9O,venus williams,venus williams,9,3805
6PJDUW9O,Katie ledecky,katie ledecky,10,4168
6PJDUW9O,simone biles,simone biles,11,2001
6PJDUW9O,aly raisman,aly raisman,12,3960
6PJDUW9O,Jordan chiles,jordan chiles,13,8417
6PJDUW9O,live dunne,olivia dunne,14,4874
6VBV95IL,tom brady,tom brady,1,6173
6VBV95IL,drake maye,drake maye,2,2509.7
6VBV95IL,lebron james,lebron james,3,4208.8
6VBV95IL,jason tatum,jayson tatum,4,7922
6VBV95IL,david ortiz,david ortiz,5,15228.6
6VBV95IL,henderson,henderson,6,12986.1
6VBV95IL,jackson,jackson,7,2041.3
6XD6NVVO,Micheal Jordan,michael jordan,1,6429
6XD6NVVO,LeBron James,lebron james,2,4994
6XD6NVVO,Serena Williams,serena williams,3,4692
6XD6NVVO,Giannis Adentokoubo,giannis antetokounmpo,4,32434
73N2RQWR,usain bolt,usain bolt,1,3579.1
73N2RQWR,neymar,neymar,2,2183.5
73N2RQWR,messir,lionel messi,3,1379
73N2RQWR,ronaldo,cristiano ronaldo,4,2884.1
73N2RQWR,maradona,diego maradona,5,3436.7
73N2RQWR,pele,pelé,6,1080.6
73N2RQWR,gabby thomas,gabby thomas,7,2978.4
73N2RQWR,simone biles,simone biles,8,5153
73N2RQWR,aly raisman,aly raisman,9,6804.3
73N2RQWR,serena williams,serena williams,10,7922.8
73N2RQWR,venus williams,venus williams,11,4007.8
73N2RQWR,billie jean,billie jean king,12,5325.1
73N2RQWR,michael jordon,michael jordan,13,7319.1
7SUXPU9Y,kobe,kobe bryant,1,2724
7SUXPU9Y,ochoa,guillermo ochoa,2,8672
7SUXPU9Y,neymar,neymar,3,3661
7SUXPU9Y,ronaldo,cristiano ronaldo,4,1901
7SUXPU9Y,messi,lionel messi,5,5400
7SUXPU9Y,kelce,travis kelce,6,9942
7SUXPU9Y,jordan,michael jordan,7,13524
86EKSDZC,fitzgerald,fitzgerald,1,5624.9
86EKSDZC,brady,tom brady,2,1341.1
86EKSDZC,gronk,rob gronkowski,3,2584.4
86EKSDZC,bilen,bilen,4,3443.1
86EKSDZC,malinin,ilia malinin,5,3132.6
86EKSDZC,phelps,michael phelps,6,5864
86EKSDZC,beast mode,marshawn lynch,7,2847.1
86EKSDZC,mayfield,baker mayfield,8,8420.5
86EKSDZC,lamar jackson,lamar jackson,9,5670.9
86EKSDZC,bradshaw,terry bradshaw,10,4254.5
86EKSDZC,rothelisberger,ben roethlisberger,11,4250.2
86EKSDZC,chub,nick chubb,12,6287
86EKSDZC,butkis,dick butkus,13,1566.6
86EKSDZC,madden,john madden,14,1861.1
86EKSDZC,babe,babe ruth,15,2627.1
8BL6X7AX,Lebron,lebron james,1,7651
8BL6X7AX,kobe,kobe bryant,2,2104
8BL6X7AX,messi,lionel messi,3,1468
8BL6X7AX,ronaldo,cristiano ronaldo,4,1787
8JEQ20SU,"Lionel Messi, Cristiano Ronaldo, Neymar, Kylian Mbappe, Erling Haaland, Luka Modric, Zinedine Zidane, David Beckham, Ronaldinho, Pele, Diego Maradon","lionel messi, cristiano ronaldo, neymar, kylian mbappé, erling haaland, luka modrić, zinedine zidane, david beckham, ronaldinho, pelé, diego maradona",1,54515.9
8PAKX1OM,Lebron james,lebron james,1,19450
8PAKX1OM,Stephen curry,stephen curry,2,5299
8PAKX1OM,shaq,shaquille o'neal,3,2209
8PAKX1OM,tiger woods,tiger woods,4,3348
8PAKX1OM,kobe,kobe bryant,5,6315
8PAKX1OM,Michael phelps,michael phelps,6,9168
8PAKX1OM,lochne,lochne,7,6667
8ZC5BFHF,mikaela shiffrin,mikaela shiffrin,1,3915.1
8ZC5BFHF,lindsey vonn,lindsey vonn,2,3047.5
8ZC5BFHF,gus schumacher,gus schumacher,3,4898.3
8ZC5BFHF,johannes klaebo,johannes høsflot klæbo,4,4603.9
8ZC5BFHF,jess diggins,jessica diggins,5,2561.7
8ZC5BFHF,julia kearns,julia kearns,6,5446.5
8ZC5BFHF,michael phelps,michael phelps,7,6833.5
8ZC5BFHF,katie ledecky,katie ledecky,8,3208.1
8ZC5BFHF,allie raisman,aly raisman,9,5091.6
8ZC5BFHF,simone biles,simone biles,10,2212.3
8ZC5BFHF,serena williams,serena williams,11,7279.6
8ZC5BFHF,venus williams,venus williams,12,3621.7
8ZC5BFHF,michael jordan,michael jordan,13,4802.9
97N7CQ49,Lionel Messi,lionel messi,1,3766.6
97N7CQ49,Lebron James,lebron james,2,2589.3
97N7CQ49,Tom Brady,tom brady,3,8905.9
97N7CQ49,Critiano Ronaldo,cristiano ronaldo,4,29891.5
97N7CQ49,Serena williams,serena williams,5,5173.1
97N7CQ49,Micheal Jordan,michael jordan,6,6225.8
9KZ4Q91O,michael jordan,michael jordan,1,4265.2
9KZ4Q91O,tom brady,tom brady,2,5286
9KZ4Q91O,tiger woods,tiger woods,3,35641.9
9O2ABUMY,Michael Jordan,michael jordan,1,5246
9O2ABUMY,Angel Reese,angel reese,2,3985
9O2ABUMY,Larry Bird,larry bird,3,3111
9O2ABUMY,Serena Williams,serena williams,4,7092
9O2ABUMY,Venus Williams,venus williams,5,3888
9O2ABUMY,Jackie Robinson,jackie robinson,6,9083
9O2ABUMY,Dwayne Wade,dwyane wade,7,11832
9O2ABUMY,Kobe Bryant,kobe bryant,8,6263
9O2ABUMY,Kyrie Irving,kyrie irving,9,5786
A5YUTA1F,Tiger Woods,tiger woods,1,3128
A5YUTA1F,Michael Phelps,michael phelps,2,4973
A5YUTA1F,Michael Jordan,michael jordan,3,4626
A5YUTA1F,Steph Curry,stephen curry,4,7864
A5YUTA1F,Lin Lie,lin lie,5,7410
A5YUTA1F,Usain Bolt,usain bolt,6,7125
A5YUTA1F,Tom Brady,tom brady,7,20528
AJVNZ9CE,stephan curry,stephen curry,1,4872.8
AJVNZ9CE,kobe bryant,kobe bryant,2,2189.9
AJVNZ9CE,kevin durant,kevin durant,3,3259.9
AJVNZ9CE,lebron james,lebron james,4,2862
AJVNZ9CE,venice williams,venus williams,5,3286.6
AJVNZ9CE,serena williams,serena williams,6,2541.2
AJVNZ9CE,elena delle don,elena delle donne,7,7628.9
AJVNZ9CE,paige buekers,paige bueckers,8,4482.1
AJVNZ9CE,azzi fudd,azzi fudd,9,2528.3
AJVNZ9CE,jenny finch,jennie finch,10,20270.9
AWO2EA8Q,Serena williams,serena williams,1,2390
AWO2EA8Q,venus williams,venus williams,2,1796
AWO2EA8Q,novak djokovic,novak djokovic,3,4622
AWO2EA8Q,tom brady,tom brady,4,3288
AWO2EA8Q,Roger federer,roger federer,5,8685
AWO2EA8Q,Andy murray,andy murray,6,1757
AWO2EA8Q,Carlos alcaraz,carlos alcaraz,7,2539
AWO2EA8Q,Rafael nadal,rafael nadal,8,2555
AWO2EA8Q,lindsay vonn,lindsey vonn,9,1711
AWO2EA8Q,lia thomas,lia thomas,10,10510
AWO2EA8Q,Elena rybakina,elena rybakina,11,6943
AWO2EA8Q,Victoria azarenka,victoria azarenka,12,4222
AWO2EA8Q,Katie ledecky,katie ledecky,13,3206
B3MZX5TF,tiger woods,tiger woods,1,2270.7
B3MZX5TF,michael jordan,michael jordan,2,4112
B3MZX5TF,michael phelps,michael phelps,3,1999.6
B3MZX5TF,lebron james,lebron james,4,2106.4
B3MZX5TF,bronny james,bronny james,5,3433.1
B3MZX5TF,mpj,mpj (michael porter jr.),6,1844.5
B3MZX5TF,jordan poole,jordan poole,7,2300.1
B3MZX5TF,dwight howard,dwight howard,8,2597.1
B3MZX5TF,lamar jackson,lamar jackson,9,3049
B3MZX5TF,jayden quaintance,jayden quaintance,10,3766.4
B3MZX5TF,kevin love,kevin love,11,1168.7
B3MZX5TF,kyrie irving,kyrie irving,12,2147.9
B3MZX5TF,kevin love,kevin love,13,2827.8
B3MZX5TF,steph curry,stephen curry,14,4673
B3MZX5TF,darius garland,darius garland,15,6911.7
B3MZX5TF,harden,james harden,16,2787.5
B3MZX5TF,dechambeu,bryson dechambeau,17,11918.1
BF3MN8ZR,serena williams,serena williams,1,5225
BF3MN8ZR,venus williams,venus williams,2,4084.8
BF3MN8ZR,caitlyn clark,caitlin clark,3,4274.2
BF3MN8ZR,billie jean king,billie jean king,4,4696
BF3MN8ZR,steph curry,steph curry,5,6585.2
BF3MN8ZR,angel reese,angel reese,6,2195
BF3MN8ZR,giannis anketmputo,giannis antetokounmpo,7,7016.4
BF3MN8ZR,wemby,victor wembanyama,8,2828.7
BF3MN8ZR,lebron,lebron james,9,2022.9
BF3MN8ZR,michael jordan,michael jordan,10,3227.9
BF3MN8ZR,tiger woods,tiger woods,11,3398.5
BF3MN8ZR,kareem abdul jabar,kareem abdul-jabbar,12,6029.6
BWQ1ZSYD,Lebron James,lebron james,1,5927.2
BWQ1ZSYD,Kobe Bryant,kobe bryant,2,5732.9
BWQ1ZSYD,Michael Jordan,michael jordan,3,7465.3
BWQ1ZSYD,Stephan Curry,stephen curry,4,5276.8
BWQ1ZSYD,Lionel Messi,lionel messi,5,9159.8
BWQ1ZSYD,Shaquelle O Neil (Shaq),shaquille o'neal (shaq),6,15042.4
BWQ1ZSYD,Chloe Kim,chloe kim,7,7704.3
BWQ1ZSYD,Alyssia Liu,alysa liu,8,2633.3
CI6QQA2Y,messi,lionel messi,1,2963
CI6QQA2Y,serina williams,serena williams,2,9284
CI6QQA2Y,micheal phelps,michael phelps,3,10004
CI6QQA2Y,simone biles,simone biles,4,5662
CI6QQA2Y,grant fisher,grant fisher,5,4743
CI6QQA2Y,shaq o neil,shaquille o'neal,6,7485
CI6QQA2Y,tom brady,tom brady,7,3982
CI6QQA2Y,steph curry,stephen curry,8,5258
DUBYYHYX,tom brady,tom brady,1,5670.7
DUBYYHYX,lebron james,lebron james,2,2898.9
DUBYYHYX,simone biles,simone biles,3,39196.1
DUBYYHYX,tiger woods,tiger woods,4,1781.8
DUBYYHYX,michael phelps,michael phelps,5,4536.4
EA8GWQDV,gabby douglas,gabby douglas,1,2463.9
EA8GWQDV,simone biles,simone biles,2,2990.4
EA8GWQDV,aly raisman,aly raisman,3,1556.3
EA8GWQDV,mckayla skinner,mckayla skinner,4,7795.7
EA8GWQDV,russell wilson,russell wilson,5,3910
EA8GWQDV,tom brady,tom brady,6,1556.7
EA8GWQDV,jaxon smith-njigba,jaxon smith-njigba,7,9446.7
EA8GWQDV,richard sherman,richard sherman,8,6078.8
EA8GWQDV,doug baldwin,doug baldwin,9,3134.3
EA8GWQDV,cristiano ronaldo,cristiano ronaldo,10,19473.3
ESNMRF10,michael jordan,michael jordan,1,3518
ESNMRF10,eli manning,eli manning,2,1823
ESNMRF10,tom brady,tom brady,3,2159
ESNMRF10,babe ruth,babe ruth,4,3840
ESNMRF10,derek jeeter,derek jeter,5,6561
ESNMRF10,aaron rogers,aaron rodgers,6,5090
ESNMRF10,michael schumacher,michael schumacher,7,4693
ESNMRF10,lewis hamilton,lewis hamilton,8,4897
ESNMRF10,max verstappen,max verstappen,9,3622
ESNMRF10,lando norris,lando norris,10,1998
ESNMRF10,george russell,george russell,11,2904
ESNMRF10,kimi antonelli,kimi antonelli,12,4297
ESNMRF10,ollie bearman,ollie bearman,13,3149
ESNMRF10,niko hulkenberg,nico hulkenberg,14,3173
ESNMRF10,pierre gasly,pierre gasly,15,5710
FDULT82W,Usain Bolt,usain bolt,1,5176.5
FDULT82W,Tom Brady,tom brady,2,5589
FDULT82W,Lebron James,lebron james,3,6576.6
FDULT82W,Kobe,kobe bryant,4,1808.8
FDULT82W,Serena Williams,serena williams,5,18705.7
FDULT82W,Caitlin Clark,caitlin clark,6,11428.3
FJYUEQN8,Michael Phelps,michael phelps,1,5314
FJYUEQN8,Kobe Bryant,kobe bryant,2,2467
FJYUEQN8,LeBron James,lebron james,3,2789
FJYUEQN8,Steph Curry,stephen curry,4,5189
FJYUEQN8,Michael Jordan,michael jordan,5,3168
FJYUEQN8,Kyrie Irving,kyrie irving,6,4924
FJYUEQN8,Kareem Abdul Jabar,kareem abdul-jabbar,7,3990
FJYUEQN8,Joe Burrow,joe burrow,8,5542
FJYUEQN8,Tom Brady,tom brady,9,2626
FJYUEQN8,Drake Maye,drake maye,10,2160
FJYUEQN8,AJ Brown,a.j. brown,11,3741
FJYUEQN8,Sequan Barkley,saquon barkley,12,9542
FJYUEQN8,Aaron Judge,aaron judge,13,5290
FJYUEQN8,Babe Ruth,babe ruth,14,1725
FYE2JV3H,Lebron James,lebron james,1,10500
FYE2JV3H,Colin Kappernick,colin kaepernick,2,5285
FYE2JV3H,Tom Brady,tom brady,3,7042
FYE2JV3H,Serena Williams,serena williams,4,22474
G8B6AJJV,tom brady,tom brady,1,2478
G8B6AJJV,troy aikman,troy aikman,2,7138
G8B6AJJV,Michael jordan,michael jordan,3,5528
G8B6AJJV,pele,pelé,4,1511
G8B6AJJV,messi,lionel messi,5,1118
G8B6AJJV,andre agassi,andre agassi,6,9170
G8B6AJJV,venus williams,venus williams,7,3934
G8B6AJJV,Serena williams,serena williams,8,3060
G8B6AJJV,Naomi osaka,naomi osaka,9,4884
G8B6AJJV,lamelo ball,lamelo ball,10,6941
G8B6AJJV,zo ball,lavar ball (zo ball unclear),11,4371
GNLFFB4P,alex morgan,alex morgan,1,1890.4
GNLFFB4P,travis kelce,travis kelce,2,2877.2
GNLFFB4P,tobin heath,tobin heath,3,1826.1
GNLFFB4P,christen press,christen press,4,1979.6
GNLFFB4P,kelley o'hara,kelley o'hara,5,4367.2
GNLFFB4P,ali krieger,ali krieger,6,2177.1
GNLFFB4P,shannon boxx,shannon boxx,7,2533.3
GNLFFB4P,crystal dunn,crystal dunn,8,4443.1
GNLFFB4P,julie erts,julie ertz,9,2840.1
GNLFFB4P,zach ertz,zach ertz,10,3739.8
GNLFFB4P,cam ward,cam ward,11,2368.2
GNLFFB4P,tom brady,tom brady,12,1864.3
GNLFFB4P,alyssa thompson,alyssa thompson,13,10452.8
GNLFFB4P,giselle thompson,giselle thompson,14,2797.5
GNLFFB4P,naomi girma,naomi girma,15,2361
GNLFFB4P,leah williamson,leah williamson,16,3904.9
GNLFFB4P,caitlin clark,caitlin clark,17,3533.9
GNLFFB4P,paige bueckers,paige bueckers,18,3504.6
H6D2C4VR,Rafael nadal,rafael nadal,1,2322
H6D2C4VR,Roger federer,roger federer,2,2483
H6D2C4VR,tamamo cross,tamamo cross,3,5501
H6D2C4VR,super creek,super creek,4,1558
H6D2C4VR,oguri cap,oguri cap,5,2267
H6D2C4VR,Lebron james,lebron james,6,3053
H6D2C4VR,Michael jordan,michael jordan,7,2522
H6D2C4VR,Jeremy lin,jeremy lin,8,3624
H6D2C4VR,kobe bryant,kobe bryant,9,6200
H6D2C4VR,djokovic,djokovic,10,8975
H6D2C4VR,alcaraz,alcaraz,11,4224
H6D2C4VR,jannik sinner,jannik sinner,12,11426
H6D2C4VR,tiger woods,tiger woods,13,4312
HCBTBYHS,Usain Bolt,usain bolt,1,3502
HCBTBYHS,Alysa Liu,alysa liu,2,2326
HCBTBYHS,Gabby Douglas,gabby douglas,3,5915
HCBTBYHS,Tony Hawk,tony hawk,4,5535
HCBTBYHS,Chloe Zhao,chloe zhao,5,4458
HCBTBYHS,Amber Glenn,amber glenn,6,5425
HCBTBYHS,Alex Morgan,alex morgan,7,6077
HCBTBYHS,James Rodriguez,james rodriguez,8,4050
HCBTBYHS,Tobin Heath,tobin heath,9,11374
HZP27937,tiger woos,tiger woods,1,2814
HZP27937,js,js,2,32368
HZP27937,jak huges,jak hughes,3,6266
HZP27937,simone bi,simone biles,4,4663
HZP27937,messi,lionel messi,5,4814
HZP27937,soto,soto,6,4725
HZP27937,judge,judge,7,1153
IEOJ1IW3,yuzuru hanyu,yuzuru hanyu,1,3612.8
IEOJ1IW3,alysa liu,alysa liu,2,3360.8
IEOJ1IW3,ilia malinin,ilia malinin,3,4021.1
IEOJ1IW3,cha jun hwan,cha jun-hwan,4,26883.8
IN92PH3J,lewis hamilto,lewis hamilton,1,6087.7
IN92PH3J,nikita mazepin,nikita mazepin,2,4276.6
IN92PH3J,vallteri bottas,valtteri bottas,3,7133.2
IN92PH3J,michael phelps,michael phelps,4,4673
IN92PH3J,lando norris,lando norris,5,2922.7
IN92PH3J,michael schumacher,michael schumacher,6,4670
IN92PH3J,lance stroll,lance stroll,7,6564.7
IN92PH3J,fernando alonso,fernando alonso,8,2796.4
IN92PH3J,jeremy clarkson,jeremy clarkson,9,14977.8
IN92PH3J,mario andretti,mario andretti,10,3324.9
IRFHWRXF,Travis Kelce,travis kelce,1,2503.6
IRFHWRXF,Liu skating girlie,liu (skating athlete),2,17456.2
IRFHWRXF,Mbappe,kylian mbappé,3,6603.9
IRFHWRXF,Griezmann,antoine griezmann,4,4289.7
IRFHWRXF,Kanté,n'golo kanté,5,2855.4
IRFHWRXF,Pogba,paul pogba,6,5349.5
IRFHWRXF,Hugo,hugo lloris,7,5672.5
IRFHWRXF,james lebron,lebron james,8,9378.2
J8N7DCDH,russel wilson,russell wilson,1,11196
J8N7DCDH,Michael jordan,michael jordan,2,10351
J8N7DCDH,kobe,kobe bryant,3,2512
JDVDZARM,Bolt,usain bolt,1,2684.5
JDVDZARM,Brady,tom brady,2,8718.1
JDVDZARM,Michael Jordan,michael jordan,3,11720.7
JDVDZARM,Ward,"ed reed (unclear ""ward""; best-match assumption)",4,8194.4
JDVDZARM,Kelsey,travis kelce,5,7833.7
JDVDZARM,Babe Ruth,babe ruth,6,10580.8
JDVDZARM,Phelps,michael phelps,7,5169.4
JEW0DH9D,dwane the rock johnson,"dwayne ""the rock"" johnson",1,6137
JEW0DH9D,shaq,shaquille o'neal,2,8347.4
JEW0DH9D,lebron james,lebron james,3,3677.5
JEW0DH9D,yuzuru hanyu,yuzuru hanyu,4,7808.5
JEW0DH9D,alyssa liu,alysa liu,5,3481.3
JEW0DH9D,nathan chen,nathan chen,6,3036.9
JEW0DH9D,serina williams,serena williams,7,5181.3
JIMIPV7S,colin duffy,colin duffy,1,3082
JIMIPV7S,serena williams,serena williams,2,5045.4
JIMIPV7S,michael phelps,michael phelps,3,14180.5
JIMIPV7S,tiger woods,tiger woods,4,2482.9
JIMIPV7S,michael jordan,michael jordan,5,5085.6
JIMIPV7S,lebron james,lebron james,6,3314
